QA_ITEM_DSCREP_ID,QA_INSP_ITEM_ID,VEH_SER_NO,LOC,FOUND_INSP_TEAM,RESP_INSP_OPRUNT,RESP_INSP_TEAM,INSP_ITEM,CHKLST_VER_NO,INSP_DSCREP,INSP_ID,INSP_DSCREP_DESC,INSP_DSCREP_VALUE,SHIFT_CD,RPAR_ID,RPAR_TS,APPR_ID,APPR_TS,REWRK_MNS,DSCREP_DCAPA_VALUE,DCAPA_OVRD_INDC,PROD_AUD_SCORE,RTG_CLIP_INDC,INSP_COMT_ID1,INSP_COMT_ID2,INSP_COMT_ID3,TS_LOAD,TS_LAST_UPDT,INSP_COMT,REWRK_NOTES
27165329,24629664,JB3439,017,107,NULL,NULL,4619,1,008,willdav   ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:30:34.903,2016-06-01 06:30:34.903,remove brace  boc  before shipping,NULL
27165330,24629665,JB8270,017,513,NULL,NULL,5607,4,001,JEHURST   ,MISSING             ,0,1,NULL,NULL,BGIBSON   ,2016-06-01 07:33:42.553,NULL,0,NULL,NULL,NULL,NULL,NULL,U0002,2016-06-01 06:30:36.517,2016-06-01 07:33:42.457,battery to starter bypass shut-off caution label not installd,NULL
27165331,24629666,HG6446,017,629,NULL,NULL,1859,5,003,MILGREE   ,WRONG               ,0,1,NULL,NULL,jabowen   ,2016-06-01 14:05:46.847,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:30:39.543,2016-06-01 14:05:46.743,rear crossed,NULL
27165335,24629670,HW4125,017,507,400,401,4829,5,012,SHOVIS    ,INTERFERENCE        ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:50:25.887,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:30:56.610,2016-06-01 06:50:25.780,TIE DOWN BRKT RUB BOTTOM OF AIR TANK IN R/H RAIL,NULL
27165339,24629672,HG6446,017,629,NULL,NULL,1860,5,012,MILGREE   ,INTERFERENCE        ,0,1,NULL,NULL,jabowen   ,2016-06-01 14:05:47.653,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:31:29.817,2016-06-01 14:05:47.557,interrupter dash switch sticks,NULL
27165342,24629675,HG6446,017,629,NULL,NULL,1849,5,023,MILGREE   ,NOT FUNCTIONING     ,0,1,NULL,NULL,edwacox   ,2016-06-02 03:14:08.797,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:31:57.570,2016-06-02 03:14:08.690,and ind.lt in cluster,NULL
27165345,24629678,HG6446,017,629,NULL,NULL,1959,5,023,MILGREE   ,NOT FUNCTIONING     ,0,1,NULL,NULL,bibucha   ,2016-06-02 04:48:40.787,NULL,0,NULL,NULL,NULL,NULL,NULL,U0015,2016-06-01 06:32:16.827,2016-06-02 04:48:40.690,R/D CRUISE CONTROL,NULL
27165355,24629688,JB7183,017,509,NULL,NULL,4407,4,008,kputnam   ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,richsan   ,2016-06-01 06:55:32.817,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:33:43.697,2016-06-01 06:55:32.710,lines @ tp valve,NULL
27165366,24629699,HW4126,017,409,NULL,NULL,4413,5,012,jebrasw   ,INTERFERENCE        ,0,1,NULL,NULL,joneill   ,2016-06-01 08:03:02.580,NULL,0,NULL,NULL,NULL,00002,NULL,NULL,2016-06-01 06:35:04.743,2016-06-01 08:03:02.487,RH   clipping brkts rubs air tank,NULL
27165368,24629702,JB7793,017,607,NULL,NULL,5029,4,012,martdan   ,INTERFERENCE        ,0,1,NULL,NULL,weshedr   ,2016-06-01 06:53:51.543,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:35:17.847,2016-06-01 06:53:51.447,DEF HOSE HAS TIESTRAP TO BARE HOSE BETWEEN 1 AND 2 CM LS,NULL
27165375,24629708,HW4126,017,409,NULL,NULL,4813,5,007,jebrasw   ,NOT OR WRG SECURED  ,0,1,NULL,NULL,joneill   ,2016-06-01 08:03:01.833,NULL,0,NULL,NULL,NULL,00001,NULL,NULL,2016-06-01 06:35:58.040,2016-06-01 08:03:01.737,LH   410 clipping brkt turn wrong behind eng mount brkt,NULL
27165376,24629709,HW4130,017,517,NULL,NULL,5017,4,014,boyddav   ,CROOKED             ,0,1,NULL,NULL,BGIBSON   ,2016-06-01 06:57:23.343,NULL,0,NULL,NULL,NULL,NULL,NULL,U0000,2016-06-01 06:36:01.643,2016-06-01 06:57:23.247,L/SIDE TANK LABLE CROOKED AT CAP,NULL
27165385,24629717,HW4130,017,517,NULL,NULL,4455,4,012,boyddav   ,INTERFERENCE        ,0,1,NULL,NULL,BGIBSON   ,2016-06-01 06:57:22.667,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:36:57.677,2016-06-01 06:57:22.560,TP AIRLINES RUBBING LH CAB CROSS MEMBER,LH RAIL BOC,NULL
27165391,24629723,HW0271,017,513,NULL,NULL,5029,4,016,JEHURST   ,FIT                 ,0,1,NULL,NULL,thufton   ,2016-06-01 06:41:07.860,NULL,0,NULL,NULL,NULL,NULL,NULL,U0018,2016-06-01 06:37:25.653,2016-06-01 06:41:07.767,FILL CAP NOT CENTERED WITH HOLE IN POLISHED COVER,NULL
27165397,24629728,HZ3856,017,209,NULL,NULL,5115,6,003,GREWILL   ,WRONG               ,0,1,NULL,NULL,ricarpe   ,2016-06-01 06:48:58.250,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:37:45.633,2016-06-01 06:48:58.153,pwr window switches are crossed in dash,NULL
27165399,24620085,JC0279,017,107,NULL,NULL,4619,1,016,willdav   ,FIT                 ,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:37:49.973,2016-06-01 06:37:49.973,remove boc brace  to  ship,NULL
27165400,24629730,HW0271,017,513,NULL,NULL,5017,4,012,JEHURST   ,INTERFERENCE        ,0,1,NULL,NULL,thufton   ,2016-06-01 06:41:07.187,NULL,0,NULL,NULL,NULL,NULL,NULL,U0008,2016-06-01 06:37:50.880,2016-06-01 06:41:07.087,L/SIDE TANK BAND IS ON WELD,NULL
27165407,24629688,JB7183,017,509,NULL,NULL,4407,4,008,kputnam   ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,richsan   ,2016-06-01 06:55:32.147,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:38:07.817,2016-06-01 06:55:32.050,lines @ aava,NULL
27165408,24629736,HW0271,017,513,NULL,NULL,5113,4,002,JEHURST   ,INCOMPLETE          ,0,1,NULL,NULL,thufton   ,2016-06-01 06:41:06.500,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:38:16.503,2016-06-01 06:41:06.400,unused harness at washer bottle,NULL
27165581,24625957,JC0249,017,107,NULL,NULL,4619,1,017,willdav   ,DENTS               ,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:50:34.873,2016-06-01 06:50:34.873,r/h  boc  at top,NULL
27165423,24629751,JB6818,017,629,NULL,NULL,1811,5,008,UBoltDC   ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,ahaasjr   ,2016-06-01 07:42:31.560,NULL,0,NULL,NULL,NULL,00009,NULL,U0003,2016-06-01 06:49:07.757,2016-06-01 07:42:31.463,FRONT U-Bolt Machine Confirmation not Received,NULL
27165425,24629753,JB7099,017,209,NULL,NULL,4641,6,024,romuse    ,INCORRECT LENGTH    ,0,1,NULL,NULL,staffod   ,2016-06-01 07:17:26.080,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:39:17.183,2016-06-01 07:17:25.963,Inboard rear bolt too short - nut/washer missing on washer bottle also,NULL
27165429,24629757,HW4118,017,711,NULL,NULL,4743,2,007,tpullin   ,NOT OR WRG SECURED  ,0,1,NULL,NULL,NULL,NULL,NULL,0,N,NULL,N,NULL,NULL,NULL,2016-06-01 06:39:42.200,2016-06-01 06:39:42.200,head unit not installed properly (cage),NULL
27165437,24629688,JB7183,017,509,NULL,NULL,4407,4,007,kputnam   ,NOT OR WRG SECURED  ,0,1,NULL,NULL,richsan   ,2016-06-01 06:56:01.190,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:40:21.753,2016-06-01 06:56:01.097,rear axle lock line,NULL
27165454,24629781,JA3489,017,409,NULL,NULL,9999,0,999,jebrasw   ,CLEAR DISCREP       ,0,1,NULL,NULL,jebrasw   ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:41:36.037,2016-06-01 06:41:36.037,NULL,NULL
27165466,24629792,JB8558,017,107,NULL,NULL,4619,1,017,willdav   ,DENTS               ,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:42:25.313,2016-06-01 06:42:25.313,l/h  b pillar,NULL
27165474,24629799,JB7793,017,607,NULL,NULL,4749,4,016,martdan   ,FIT                 ,0,1,NULL,NULL,weshedr   ,2016-06-01 06:53:52.213,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:43:05.420,2016-06-01 06:53:52.117,RS a PILLAR COVER HAS A GAP AT BTM W/SHIELD,NULL
27165477,24629802,JB3538,017,515,NULL,NULL,4515,4,001,lwatson   ,MISSING             ,0,1,NULL,NULL,joholco   ,2016-06-01 06:44:48.117,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:43:16.137,2016-06-01 06:44:48.023,lube missing r/h r/h cam tube,NULL
27165484,24629809,JB7793,017,607,NULL,NULL,5127,4,007,martdan   ,NOT OR WRG SECURED  ,0,1,NULL,NULL,weshedr   ,2016-06-01 06:53:50.870,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:43:28.727,2016-06-01 06:53:50.760,pdm LOOSE ON TOP OF 1/2 FDR,NULL
27165492,24629816,JB8558,017,107,NULL,NULL,4639,1,017,willdav   ,DENTS               ,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:44:14.640,2016-06-01 06:44:14.640,top  of frame,NULL
27165493,24629817,JB8422,017,607,NULL,NULL,4403,4,025,wfalls    ,LEAKS               ,0,1,NULL,NULL,srector   ,2016-06-01 06:44:47.477,NULL,0,NULL,NULL,NULL,00002,NULL,NULL,2016-06-01 06:44:15.530,2016-06-01 06:44:47.357,RH   air drier fitting leaks,NULL
27165511,24629835,HX6726,017,209,NULL,NULL,4637,6,012,MCCLURC   ,INTERFERENCE        ,0,1,NULL,NULL,ricarpe   ,2016-06-01 06:57:58.790,NULL,0,NULL,NULL,NULL,NULL,NULL,U0016,2016-06-01 06:46:01.090,2016-06-01 06:57:58.697,L/H WINDOW NOISY WHEN OPERATING,NULL
27165582,24629858,HW2687,017,507,NULL,NULL,4407,4,009,SHOVIS    ,IMPROPERLY ROUTED   ,0,1,NULL,NULL,jlattim   ,2016-06-01 07:07:34.223,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:50:38.623,2016-06-01 07:07:34.130,YELLOW LINE RUBS THRU L/H SIDE # 2 C/M,NULL
27165585,24629896,JB5230,017,555,NULL,NULL,5214,4,008,stewrig   ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,KMOAZZA   ,2016-06-01 07:00:37.527,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:50:55.640,2016-06-01 07:00:37.430,l/h rubber seal shows,NULL
27165514,24629838,HW2687,017,507,NULL,NULL,5101,4,016,SHOVIS    ,FIT                 ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:55:21.093,NULL,0,NULL,NULL,NULL,NULL,NULL,U0014,2016-06-01 06:46:04.530,2016-06-01 06:55:20.997,LOOM LEFT AND RIGHT WABCO WIRES ON FRONT AXLE,NULL
27165515,24629835,HX6726,017,209,NULL,NULL,4637,6,012,MCCLURC   ,INTERFERENCE        ,0,1,NULL,NULL,ricarpe   ,2016-06-01 06:57:58.117,NULL,0,NULL,NULL,NULL,NULL,NULL,U0012,2016-06-01 06:46:18.123,2016-06-01 06:57:58.023,R/H WINDOW NOISY WHEN OPERATING,NULL
27165516,24629839,HW2687,017,507,NULL,NULL,5009,4,008,SHOVIS    ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:55:20.413,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:46:20.540,2016-06-01 06:55:20.317,SEC FUEL WATER SEP WIRES,NULL
27165519,24629841,HW2687,017,507,NULL,NULL,5811,4,008,SHOVIS    ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:55:19.740,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:46:36.023,2016-06-01 06:55:19.643,SEC ALL HOSES L/H SIDE,NULL
27165521,24629843,JB8275,017,517,200,209,5519,6,021,boyddav   ,IMPROPERLY SEALED   ,0,1,NULL,NULL,BGIBSON   ,2016-06-01 07:07:18.610,NULL,0,NULL,NULL,NULL,NULL,NULL,U0009,2016-06-01 06:46:42.663,2016-06-01 07:07:18.500,L/H marker light has gasket outside lense,NULL
27165522,24629844,JB5297,017,629,NULL,NULL,1229,5,023,bibucha   ,NOT FUNCTIONING     ,0,1,NULL,NULL,vjenkin   ,2016-06-01 09:54:54.107,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:46:47.703,2016-06-01 09:54:54.013,steering axle brakes n/f,NULL
27165526,24629848,JB5297,017,629,NULL,NULL,0549,5,003,bibucha   ,WRONG               ,0,1,NULL,NULL,vjenkin   ,2016-06-01 09:54:53.443,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:47:17.887,2016-06-01 09:54:53.350,abs failed,NULL
27165527,24629849,HW2687,017,507,NULL,NULL,4427,4,002,SHOVIS    ,INCOMPLETE          ,0,1,NULL,NULL,chrhaa    ,2016-06-01 09:50:16.270,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:47:17.933,2016-06-01 09:50:16.177,OPEN WIRE PLUG AND LINE FITTING AT AVA AT TRANSFER CASE,NULL
27165531,24629853,HW9393,017,515,NULL,NULL,4407,4,012,lwatson   ,INTERFERENCE        ,0,1,NULL,NULL,jawatts   ,2016-06-01 06:55:36.157,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:47:29.183,2016-06-01 06:55:36.060,air lines rubs lower rad hose,NULL
27165532,24625960,JC0249,017,107,NULL,NULL,5601,1,001,willdav   ,MISSING             ,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:47:32.680,2016-06-01 06:47:32.680,cab,NULL
27165533,24629854,HW2687,017,507,NULL,NULL,4930,4,008,SHOVIS    ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,jlattim   ,2016-06-01 07:07:33.537,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:47:38.197,2016-06-01 07:07:33.420,SEC TRANSFER CASE COOLER HOSES,NULL
27165537,24629858,HW2687,017,507,NULL,NULL,4407,4,008,SHOVIS    ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,jlattim   ,2016-06-01 07:07:32.837,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:47:54.873,2016-06-01 07:07:32.730,SEC GREEN LINE L/H SIDE # 3 C/M,NULL
27165540,24629861,JB5297,017,629,NULL,NULL,1959,5,998,bibucha   ,NOTE                ,0,1,NULL,NULL,dplonk    ,2016-06-01 10:31:04.400,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:48:16.677,2016-06-01 10:31:04.307,r/d front brakes,NULL
27165543,24629864,HW2687,017,507,NULL,NULL,5113,4,008,SHOVIS    ,IMPROPERLY CLAMPED  ,0,1,NULL,NULL,KMOAZZA   ,2016-06-01 09:13:52.597,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:48:23.290,2016-06-01 09:13:52.500,SEC WIRES, LINES AND BRAKE HOSES LEFT AND RIGHT SIDES SUSP C/M,NULL
27165545,24629866,JC0249,017,107,NULL,NULL,4737,1,002,willdav   ,INCOMPLETE          ,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:48:29.017,2016-06-01 06:48:29.017,bolts missing,NULL
27165548,24629864,HW2687,017,507,NULL,NULL,5113,4,002,SHOVIS    ,INCOMPLETE          ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:55:41.320,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:48:37.893,2016-06-01 06:55:41.227,REAR TIE DOWN,NULL
27165552,24629858,HW2687,017,507,NULL,NULL,4407,4,002,SHOVIS    ,INCOMPLETE          ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:55:40.640,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:48:53.767,2016-06-01 06:55:40.543,REAR TIE DOWN,NULL
27165555,24629861,JB5297,017,629,NULL,NULL,1959,5,998,bibucha   ,NOTE                ,0,1,NULL,NULL,dplonk    ,2016-06-01 10:31:03.593,NULL,0,NULL,NULL,NULL,NULL,NULL,U0002,2016-06-01 06:49:02.837,2016-06-01 10:31:03.413,R/D WABCO TEST,NULL
27165557,24629874,HW2687,017,507,NULL,NULL,4521,4,002,SHOVIS    ,INCOMPLETE          ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:55:39.970,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:49:07.567,2016-06-01 06:55:39.857,REAR TIE DOWN,NULL
27165558,24629875,JB4937,017,513,NULL,NULL,4403,4,012,JEHURST   ,INTERFERENCE        ,0,1,NULL,NULL,lacarpe   ,2016-06-01 08:59:22.563,NULL,0,NULL,NULL,NULL,NULL,NULL,U0011,2016-06-01 06:49:11.490,2016-06-01 08:59:22.427,AIR DRIER HARD PIPE RUBBING RADIATOR SUPPORT BRACKET RH BOTTOM,NULL
27165560,24629838,HW2687,017,507,NULL,NULL,5101,4,002,SHOVIS    ,INCOMPLETE          ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:55:39.273,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:49:20.780,2016-06-01 06:55:39.180,REAR TIE DOWN,NULL
27165565,24629875,JB4937,017,513,NULL,NULL,4403,4,024,JEHURST   ,INCORRECT LENGTH    ,0,1,NULL,NULL,lacarpe   ,2016-06-01 08:59:23.320,NULL,0,NULL,NULL,NULL,NULL,NULL,U0008,2016-06-01 06:49:31.057,2016-06-01 08:59:23.220,BLACK AIR LINE IN FRONT OF DRIER TOO LONG RH FRONT RAIL,NULL
27165566,24629881,HW2687,017,507,NULL,NULL,5122,4,045,SHOVIS    ,TERMINAL SEALANT    ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:59:59.127,NULL,0,NULL,NULL,NULL,NULL,NULL,U0003,2016-06-01 06:49:37.493,2016-06-01 06:59:59.030,LIGHT PAINT COVERAGE ON TAIL LIGHT GROUND STUD EOF,NULL
27165574,24629858,HW2687,017,507,NULL,NULL,4407,4,024,SHOVIS    ,INCORRECT LENGTH    ,0,1,NULL,NULL,jlattim   ,2016-06-01 07:07:34.947,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:50:01.980,2016-06-01 07:07:34.843,3/4 GREEN LINE TOO LONG AND OUT OF R/H RAIL AFT # 4 C/M,NULL
27165576,24629890,JB7999,017,409,NULL,NULL,4521,5,012,jebrasw   ,INTERFERENCE        ,0,1,NULL,NULL,Jeryawn   ,2016-06-01 13:55:12.917,NULL,0,NULL,NULL,NULL,00001,00009,NULL,2016-06-01 06:50:05.537,2016-06-01 13:55:12.817,LH FRT  red air line rubs @ trunion,NULL
27165577,24629881,HW2687,017,507,NULL,NULL,5122,4,045,SHOVIS    ,TERMINAL SEALANT    ,0,1,NULL,NULL,jlattim   ,2016-06-01 06:59:58.430,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:50:20.467,2016-06-01 06:59:58.333,PAINT L/H RAIL TO RAIL STUD,NULL
27165590,24629901,JB5230,017,555,NULL,NULL,5217,4,007,stewrig   ,NOT OR WRG SECURED  ,0,1,NULL,NULL,cchilde   ,2016-06-01 20:06:32.510,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:51:29.680,2016-06-01 20:06:32.417,r/h bolt loose,NULL
27165591,24629902,JB8037,017,209,NULL,NULL,5828,6,007,GREWILL   ,NOT OR WRG SECURED  ,0,1,NULL,NULL,ricarpe   ,2016-06-01 07:09:44.500,NULL,0,NULL,NULL,NULL,NULL,NULL,U0007,2016-06-01 06:51:31.650,2016-06-01 07:09:44.407,nuts msg off stub shaft at firewall,NULL
27165597,24629908,JB8037,017,209,NULL,NULL,5415,6,001,GREWILL   ,MISSING             ,0,1,NULL,NULL,ricarpe   ,2016-06-01 07:09:43.773,NULL,0,NULL,NULL,NULL,NULL,NULL,U0004,2016-06-01 06:52:06.480,2016-06-01 07:09:43.670,heater hard lines msg bolt behind air cleaner,NULL
27165601,24629912,HZ3839,017,517,500,501,4641,4,003,brirobi   ,WRONG               ,0,1,NULL,NULL,BRRILEY   ,2016-06-01 09:57:36.233,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:52:42.463,2016-06-01 09:57:36.127,wrong bottle inst,NULL
27165604,24629915,HW3321,017,511,NULL,NULL,9999,0,999,juasmit   ,CLEAR DISCREP       ,0,1,NULL,NULL,juasmit   ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:53:03.613,2016-06-01 06:53:03.613,NULL,NULL
27165606,24629916,HX6725,017,511,NULL,NULL,9999,0,999,juasmit   ,CLEAR DISCREP       ,0,1,NULL,NULL,juasmit   ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:53:20.487,2016-06-01 06:53:20.487,NULL,NULL
27165609,24629919,JB6834,017,629,NULL,NULL,1852,5,023,tocamp    ,NOT FUNCTIONING     ,0,1,NULL,NULL,DGRINDS   ,2016-06-01 11:11:06.207,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:53:49.577,2016-06-01 11:11:06.047,NULL,NULL
27165617,24629926,HW2685,017,515,NULL,NULL,5801,4,001,lwatson   ,MISSING             ,0,1,NULL,NULL,wposey    ,2016-06-01 09:18:38.513,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:54:37.467,2016-06-01 09:18:38.417,front axle missing oil,NULL
27165622,24629931,JB6834,017,629,NULL,NULL,1826,5,007,tocamp    ,NOT OR WRG SECURED  ,0,1,NULL,NULL,DGRINDS   ,2016-06-01 10:29:55.240,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:54:52.087,2016-06-01 10:29:55.137,air horn pull cable loose,NULL
27165635,24629943,JB6834,017,629,NULL,NULL,0549,5,002,tocamp    ,INCOMPLETE          ,0,1,NULL,NULL,wirobin   ,2016-06-01 21:25:02.680,NULL,0,NULL,NULL,NULL,NULL,NULL,U0020,2016-06-01 06:55:45.230,2016-06-01 21:25:02.583,ROLLOVER NOT CALIBRATED,NULL
27165637,24629945,HW2685,017,515,NULL,NULL,5305,4,025,lwatson   ,LEAKS               ,0,1,NULL,NULL,joholco   ,2016-06-01 07:07:00.527,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:56:01.903,2016-06-01 07:07:00.430,coolant leaks r/h eng,NULL
27165640,24629948,JB6834,017,629,NULL,NULL,1874,5,025,tocamp    ,LEAKS               ,0,1,NULL,NULL,jadawki   ,2016-06-01 14:28:47.737,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:56:15.867,2016-06-01 14:28:47.643,air system leaks down w/brakes applied,NULL
27165644,24629952,HW2685,017,515,NULL,NULL,5415,4,012,lwatson   ,INTERFERENCE        ,0,1,NULL,NULL,joholco   ,2016-06-01 07:06:59.817,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:56:52.110,2016-06-01 07:06:59.710,heater hose rubs r/h rail,NULL
27165652,24629960,JB5886,017,669,NULL,NULL,1808,5,012,cbryant   ,INTERFERENCE        ,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:57:56.523,2016-06-01 06:57:56.523,dipstick tube hits firewall, eng noise in cab,NULL
27165669,24629975,HX6720,017,629,NULL,NULL,1852,5,023,kejacks   ,NOT FUNCTIONING     ,0,1,NULL,NULL,RISENHO   ,2016-06-01 09:28:29.197,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:59:44.383,2016-06-01 09:28:29.103,NULL,NULL
27165675,24629982,JB5885,017,409,NULL,NULL,4813,5,001,jebrasw   ,MISSING             ,0,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,00001,00009,NULL,2016-06-01 06:59:51.530,2016-06-01 06:59:51.530,LH FRT  standoff brkt not inst behind gear box,NULL
27165677,24629984,JB8270,017,517,NULL,NULL,5830,4,007,boyddav   ,NOT OR WRG SECURED  ,0,1,NULL,NULL,BGIBSON   ,2016-06-01 07:33:43.890,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 06:59:58.327,2016-06-01 07:33:43.797,LH FRONT NO TORQUE SEAL,NULL
27165688,24629995,JB8270,017,517,NULL,NULL,4826,4,004,boyddav   ,DAMAGED             ,0,1,NULL,NULL,RISENHO   ,2016-06-01 10:47:52.233,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 07:01:13.487,2016-06-01 10:47:52.137,RH LOWER INSERT STRIPPED ON GRILLE,NULL
27165702,24630007,HH6654,017,507,NULL,NULL,4403,4,009,SHOVIS    ,IMPROPERLY ROUTED   ,0,1,NULL,NULL,jlattim   ,2016-06-01 07:17:04.193,NULL,0,NULL,NULL,NULL,NULL,NULL,U0011,2016-06-01 07:02:17.027,2016-06-01 07:17:04.097,AIR DRIER HARD PIPE RUBBING RADIATOR SUPPORT BRACKET RH BOTTOM,NULL
27165705,24630010,HW2738,017,513,NULL,NULL,5017,4,012,JEHURST   ,INTERFERENCE        ,0,1,NULL,NULL,BGIBSON   ,2016-06-01 09:03:55.737,NULL,0,NULL,NULL,NULL,NULL,NULL,U0008,2016-06-01 07:02:39.763,2016-06-01 09:03:55.640,L/SIDE TANK BAND IS ON WELD,NULL
27165711,24630016,HH6654,017,507,NULL,NULL,5029,4,024,SHOVIS    ,INCORRECT LENGTH    ,0,1,NULL,NULL,jlattim   ,2016-06-01 07:17:04.900,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 07:03:04.960,2016-06-01 07:17:04.780,TOP FRONT BOLT TOO SHORT,NULL
27165714,24630018,HH6654,017,507,NULL,NULL,5113,4,002,SHOVIS    ,INCOMPLETE          ,0,1,NULL,NULL,KMOAZZA   ,2016-06-01 09:40:10.277,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 07:03:20.110,2016-06-01 09:40:10.177,REAR TIE DOWN,NULL
