QA_ITEM_DSCREP_ID,QA_INSP_ITEM_ID,VEH_SER_NO,LOC,FOUND_INSP_TEAM,RESP_INSP_OPRUNT,RESP_INSP_TEAM,INSP_ITEM,CHKLST_VER_NO,INSP_DSCREP,INSP_ID,INSP_DSCREP_DESC,INSP_DSCREP_VALUE,SHIFT_CD,RPAR_ID,RPAR_TS,APPR_ID,APPR_TS,REWRK_MNS,DSCREP_DCAPA_VALUE,DCAPA_OVRD_INDC,PROD_AUD_SCORE,RTG_CLIP_INDC,INSP_COMT_ID1,INSP_COMT_ID2,INSP_COMT_ID3,TS_LOAD,TS_LAST_UPDT,INSP_COMT,REWRK_NOTES
27169881,24633878,JB8520,017,141,NULL,NULL,9999,0,999,bastato   ,CLEAR DISCREP       ,0,2,NULL,NULL,bastato   ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:33:07.660,2016-06-01 15:33:07.660,NULL,NULL
27170573,24634506,JB2289,017,669,NULL,NULL,1874,5,007,jninnem   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,jabowen   ,2016-06-01 19:48:45.833,NULL,0,NULL,NULL,NULL,NULL,NULL,U0003,2016-06-01 17:48:31.043,2016-06-01 19:48:45.740,Footvalve air lines rub L/S lower cab leg,NULL
27169898,24633894,JB5299,017,555,NULL,NULL,9999,0,999,terrywi   ,CLEAR DISCREP       ,0,2,NULL,NULL,terrywi   ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:38:01.493,2016-06-01 15:38:01.493,NULL,NULL
27169903,24633899,HY3289,017,141,NULL,NULL,9999,0,999,bastato   ,CLEAR DISCREP       ,0,2,NULL,NULL,bastato   ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:38:54.037,2016-06-01 15:38:54.037,NULL,NULL
27169905,24633901,HN1826,017,547,NULL,NULL,5122,4,008,DUTATE    ,IMPROPERLY CLAMPED  ,0,2,NULL,NULL,chavore   ,2016-06-01 18:25:36.470,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:39:37.567,2016-06-01 18:25:36.377,AT 1 XMEM,NULL
27169907,24633903,HN1826,017,547,NULL,NULL,4403,4,008,DUTATE    ,IMPROPERLY CLAMPED  ,0,2,NULL,NULL,jmcclos   ,2016-06-01 18:50:56.077,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:39:58.040,2016-06-01 18:50:55.983,HARN NOT SEC,NULL
27169908,24633904,JB7100,017,555,NULL,NULL,4407,4,024,CVoyles   ,INCORRECT LENGTH    ,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:40:11.993,2016-06-01 15:40:11.993,air lns too long at rt/air tnk,NULL
27169909,24633905,HN1826,017,547,NULL,NULL,4521,4,008,DUTATE    ,IMPROPERLY CLAMPED  ,0,2,NULL,NULL,chavore   ,2016-06-01 18:25:35.803,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:40:20.680,2016-06-01 18:25:35.707,CLAMPS LOOSE REAR,NULL
27169910,24633906,HG6448,017,669,NULL,NULL,1822,5,002,vebaker   ,INCOMPLETE          ,0,2,NULL,NULL,vterry    ,2016-06-01 19:14:48.367,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:40:27.380,2016-06-01 19:14:48.273,underneath hood not b/u atoi,NULL
27169911,24633907,HG6448,017,669,NULL,NULL,1852,5,023,vebaker   ,NOT FUNCTIONING     ,0,2,NULL,NULL,vterry    ,2016-06-01 19:14:49.037,NULL,0,NULL,NULL,NULL,NULL,NULL,U0008,2016-06-01 15:40:41.730,2016-06-01 19:14:48.940,A/C NOT COOLING......,NULL
27169913,24633909,HN1826,017,547,NULL,NULL,4407,4,009,DUTATE    ,IMPROPERLY ROUTED   ,0,2,NULL,NULL,chavore   ,2016-06-01 18:28:44.760,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:40:46.530,2016-06-01 18:28:44.667,RUB LH AT REAR XMEM,NULL
27169914,24633910,HL6125,017,249,NULL,NULL,4637,6,012,rminter   ,INTERFERENCE        ,0,2,NULL,NULL,maycock   ,2016-06-01 15:43:06.177,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:40:46.647,2016-06-01 15:43:06.083,lh side noisy when rolled up and down,NULL
27169915,24633901,HN1826,017,547,NULL,NULL,5122,4,002,DUTATE    ,INCOMPLETE          ,0,2,NULL,NULL,chavore   ,2016-06-01 18:28:12.230,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:41:09.570,2016-06-01 18:28:12.137,LH EOF,NULL
27169917,24633909,HN1826,017,547,NULL,NULL,4407,4,008,DUTATE    ,IMPROPERLY CLAMPED  ,0,2,NULL,NULL,Jeryawn   ,2016-06-01 18:50:06.837,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:41:33.747,2016-06-01 18:50:06.743,AT RH TANKS,NULL
27169918,24633912,JB7100,017,555,NULL,NULL,4413,4,002,CVoyles   ,INCOMPLETE          ,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:41:41.040,2016-06-01 15:41:41.040,lift  axle air tnks inc plumbing,NULL
27170575,24634484,JB5298,017,669,NULL,NULL,1874,5,007,aryall    ,NOT OR WRG SECURED  ,0,2,NULL,NULL,MICCOCH   ,2016-06-01 19:23:29.033,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:48:49.893,2016-06-01 19:23:28.937,yellow airline at left air tank rubs lower rail and loose tie block,NULL
27170578,24634509,JB8034,017,449,NULL,NULL,4517,5,004,jacrawf   ,DAMAGED             ,0,2,NULL,NULL,twoodie   ,2016-06-01 18:43:12.377,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:49:19.633,2016-06-01 18:43:12.280,LH rear cage pin bent damaged.,NULL
27170579,24634510,JB5298,017,669,NULL,NULL,3000,5,012,aryall    ,INTERFERENCE        ,0,2,NULL,NULL,MICCOCH   ,2016-06-01 19:23:30.380,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:49:24.727,2016-06-01 19:23:30.283,fuel tank to close to def tank in left rail,NULL
27170580,24634511,JB6827,017,647,NULL,NULL,4901,3,007,dcalver   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,Edcarpe   ,2016-06-01 18:14:50.323,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:49:25.050,2016-06-01 18:14:50.227,air-to-air hose came off,NULL
27169954,24633944,JB8040,017,669,NULL,NULL,1874,5,025,dwilcox   ,LEAKS               ,0,2,NULL,NULL,cdegree   ,2016-06-01 18:41:42.553,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:47:22.787,2016-06-01 18:41:42.457,air when b/pedal is applied,NULL
27170582,24634513,HY9222,017,547,NULL,NULL,4641,4,008,DUTATE    ,IMPROPERLY CLAMPED  ,0,2,NULL,NULL,chavore   ,2016-06-01 20:07:30.707,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:49:29.643,2016-06-01 20:07:30.610,harn not sec,NULL
27169955,24633945,JB8602,017,549,NULL,NULL,4519,4,007,wgassjr   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 18:30:56.887,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:47:29.653,2016-06-01 18:30:56.790,drum cable clip n/sec thru rh 3cm rear gusset hole,NULL
27169956,24633946,JB8040,017,669,NULL,NULL,1959,5,998,dwilcox   ,NOTE                ,0,2,NULL,NULL,tbroome   ,2016-06-01 19:06:18.800,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:47:34.707,2016-06-01 19:06:18.703,*r/d wabco,NULL
27169958,24633948,HZ3843,017,553,200,NULL,5109,4,007,schenry   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,jerhunt   ,2016-06-01 15:51:48.050,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:47:41.027,2016-06-01 15:51:47.957,lrg nut loose on socket bac of cab,NULL
27169959,24633949,JB8602,017,549,NULL,NULL,5122,4,002,wgassjr   ,INCOMPLETE          ,0,2,NULL,NULL,jerhunt   ,2016-06-01 17:37:03.970,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:47:52.977,2016-06-01 17:37:03.877,lh eof rail ground inc,NULL
27169961,24633951,JB8602,017,549,NULL,NULL,4513,4,001,wgassjr   ,MISSING             ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 18:30:56.207,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:48:36.287,2016-06-01 18:30:56.110,lh rear brake & rh front brake bleeder caps missing,NULL
27169963,24633953,JB8602,017,549,NULL,NULL,4413,4,002,wgassjr   ,INCOMPLETE          ,0,2,NULL,NULL,jerhunt   ,2016-06-01 17:37:03.293,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:49:02.053,2016-06-01 17:37:03.197,lh tank plumbing inc,NULL
27169964,24633925,JB7100,017,555,NULL,NULL,5113,4,008,CVoyles   ,IMPROPERLY CLAMPED  ,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:49:07.510,2016-06-01 15:49:07.510,harn not sec at rt/h rear axle,NULL
27169966,24633955,JB6839,017,557,NULL,NULL,4923,4,001,stewrig   ,MISSING             ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 16:04:03.597,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:49:30.227,2016-06-01 16:04:03.500,inter and rear axle vents msg,NULL
27169967,24633956,JB8602,017,549,NULL,NULL,5105,4,012,wgassjr   ,INTERFERENCE        ,0,2,NULL,NULL,jerhunt   ,2016-06-01 17:37:06.220,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:49:31.783,2016-06-01 17:37:06.123,rail to rail cable rub lh rail hydraulic line,NULL
27169972,24633961,JB6839,017,557,NULL,NULL,4407,4,012,stewrig   ,INTERFERENCE        ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 16:04:04.933,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:49:58.000,2016-06-01 16:04:04.837,cab lvl vlv ln rubs disc hose under lh deck,NULL
27169973,24633962,JB8302,017,449,NULL,NULL,4563,5,004,jacrawf   ,DAMAGED             ,0,2,NULL,NULL,jawatts   ,2016-06-02 04:08:17.077,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:50:02.930,2016-06-02 04:08:16.980,Driveline yoke dust cover damaged on inner axle,NULL
27169974,24633939,JB8602,017,549,NULL,NULL,4407,4,012,wgassjr   ,INTERFERENCE        ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 18:30:57.560,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:50:04.877,2016-06-01 18:30:57.467,lh rail lines rub hydraulic pump,NULL
27169975,24633963,JB8517,017,547,NULL,NULL,5113,4,002,DUTATE    ,INCOMPLETE          ,0,2,NULL,NULL,chavore   ,2016-06-01 18:30:05.750,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:50:22.863,2016-06-01 18:30:05.653,TIE DOWN INC ATOI,NULL
27169977,24633961,JB6839,017,557,NULL,NULL,4407,4,002,stewrig   ,INCOMPLETE          ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 16:04:04.260,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:50:27.163,2016-06-01 16:04:04.163,unused ln at ft vlv and at frt lh rail,NULL
27169978,24633965,JB8602,017,549,NULL,NULL,5009,4,007,wgassjr   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,jerhunt   ,2016-06-01 17:37:04.657,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:50:33.920,2016-06-01 17:37:04.563,f/w separator wiring inc,NULL
27169980,24633967,JB8302,017,449,NULL,NULL,5805,5,007,jacrawf   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,Tkenley   ,2016-06-01 17:19:47.447,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:50:56.237,2016-06-01 17:19:47.350,P/S cooler hoses loose,NULL
27169981,24633968,JB8302,017,449,NULL,NULL,5105,5,001,jacrawf   ,MISSING             ,0,2,NULL,NULL,austinj   ,2016-06-01 18:43:11.420,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:51:33.093,2016-06-01 18:43:11.327,Ground stud missing LH rear EOF,NULL
27169984,24633971,JB7100,017,555,NULL,NULL,5415,4,025,CVoyles   ,LEAKS               ,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:52:29.710,2016-06-01 15:52:29.710,urea htr hses leak in rt/h rail at rear eng mnt,NULL
27169987,24633974,JB8518,017,449,NULL,NULL,9999,0,999,jacrawf   ,CLEAR DISCREP       ,0,2,NULL,NULL,jacrawf   ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:52:44.460,2016-06-01 15:52:44.460,NULL,NULL
27170583,24634514,HW4128,017,557,NULL,NULL,4817,4,002,stewrig   ,INCOMPLETE          ,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:49:36.120,2016-06-01 17:49:36.120,deckplate and boc steps niatoi,NULL
27170584,24634515,JB5298,017,669,NULL,NULL,1730,5,023,aryall    ,NOT FUNCTIONING     ,0,2,NULL,NULL,brigrif   ,2016-06-01 19:46:52.200,NULL,0,NULL,NULL,NULL,NULL,NULL,U0007,2016-06-01 17:49:48.373,2016-06-01 19:46:52.103,BACK-UP ALARM N/F.....,NULL
27170585,24634516,JB6827,017,647,NULL,NULL,4601,3,007,dcalver   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,Edcarpe   ,2016-06-01 18:14:49.653,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:49:54.327,2016-06-01 18:14:49.557,at rear lh,NULL
27169995,24633982,JB7673,017,249,NULL,NULL,5107,6,007,rminter   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,maycock   ,2016-06-01 16:02:16.303,NULL,0,NULL,NULL,NULL,NULL,NULL,U0012,2016-06-01 15:54:13.727,2016-06-01 16:02:16.210,COVER NOT SECURED PROPERLY,NULL
27169996,24633983,JB7673,017,249,NULL,NULL,4619,6,016,rminter   ,FIT                 ,0,2,NULL,NULL,maycock   ,2016-06-01 16:02:16.977,NULL,0,NULL,NULL,NULL,NULL,NULL,U0003,2016-06-01 15:54:40.820,2016-06-01 16:02:16.883,kick panel at lower rh side fit is bad,NULL
27170002,24633989,HZ3928,017,557,NULL,NULL,4930,4,001,laqhare   ,MISSING             ,0,2,NULL,NULL,tyjacks   ,2016-06-01 16:04:28.380,NULL,0,NULL,NULL,NULL,NULL,NULL,U0008,2016-06-01 15:56:26.317,2016-06-01 16:04:28.283,LH TORQUE SEAL TRANSFER CASE HOSES 2ND CM,NULL
27170003,24633990,JB6835,017,669,NULL,NULL,0764,5,011,jninnem   ,WRG ADJUSTMENT      ,0,2,NULL,NULL,ddellin   ,2016-06-01 18:00:15.113,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:56:27.113,2016-06-01 18:00:15.017,left door drags on striker,NULL
27170007,24633994,JB6835,017,669,NULL,NULL,0549,5,023,jninnem   ,NOT FUNCTIONING     ,0,2,NULL,NULL,wirobin   ,2016-06-01 19:47:51.097,NULL,0,NULL,NULL,NULL,NULL,NULL,U0025,2016-06-01 15:56:44.443,2016-06-01 19:47:51.003,WABCO TEST FAILED,NULL
27170009,24633996,JB6835,017,669,NULL,NULL,1959,5,000,jninnem   ,NOT INSPECTED       ,0,2,NULL,NULL,tbroome   ,2016-06-01 20:04:58.353,NULL,0,NULL,NULL,NULL,NULL,NULL,U0002,2016-06-01 15:57:03.167,2016-06-01 20:04:58.260,R/D WABCO TEST,NULL
27170013,24634000,JB5609,017,647,NULL,NULL,4909,3,007,rowagon   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,ccurtis   ,2016-06-01 16:41:46.717,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:57:41.047,2016-06-01 16:41:46.620,secure harn at leveling valve brkt,NULL
27170015,24634002,JB5609,017,647,NULL,NULL,5007,3,007,rowagon   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,ccurtis   ,2016-06-01 16:41:45.997,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:58:09.037,2016-06-01 16:41:45.903,secure hoses behind def tank,NULL
27170017,24634003,JB8520,017,449,NULL,NULL,4813,5,014,EPRESSL   ,CROOKED             ,0,2,NULL,NULL,twoodie   ,2016-06-01 18:42:02.990,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:58:37.207,2016-06-01 18:42:02.893,RH rail bowed at rear axle,NULL
27170018,24634000,JB5609,017,647,NULL,NULL,4909,3,007,rowagon   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,ccurtis   ,2016-06-01 16:41:45.337,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 15:58:40.510,2016-06-01 16:41:45.240,secure harn at l/h cab c/m,NULL
27170412,24634359,HY3289,017,449,NULL,NULL,9999,0,999,jacrawf   ,CLEAR DISCREP       ,0,2,NULL,NULL,jacrawf   ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:23:35.030,2016-06-01 17:23:35.030,NULL,NULL
27170586,24634517,HW4128,017,557,NULL,NULL,4835,4,002,stewrig   ,INCOMPLETE          ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 17:57:09.767,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:49:54.857,2016-06-01 17:57:09.673,endcaps msg,NULL
27170588,24634519,HY9222,017,547,NULL,NULL,4407,4,009,DUTATE    ,IMPROPERLY ROUTED   ,0,2,NULL,NULL,jawatts   ,2016-06-02 03:58:02.427,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:50:17.680,2016-06-02 03:58:02.333,at 2 xmem,NULL
27170028,24634013,JB5609,017,647,NULL,NULL,5205,3,004,rowagon   ,DAMAGED             ,0,2,NULL,NULL,WSTEAKL   ,2016-06-01 19:07:26.537,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:00:30.547,2016-06-01 19:07:26.440,tab cracked on r/h fender,NULL
27170029,24634014,JB5609,017,647,NULL,NULL,4607,3,007,rowagon   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,ccurtis   ,2016-06-01 16:41:44.407,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:00:50.147,2016-06-01 16:41:44.310,r/h loose,NULL
27170030,24634015,HZ3929,017,549,NULL,NULL,5113,4,007,wgassjr   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,jerhunt   ,2016-06-01 17:53:28.957,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:01:20.020,2016-06-01 17:53:28.863,harness, doser line n/sec front of rh 1cm,NULL
27170034,24634019,HZ3929,017,549,NULL,NULL,5105,4,007,wgassjr   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,austinj   ,2016-06-01 16:24:53.027,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:01:53.943,2016-06-01 16:24:52.927,rail to rail n/sec, rh rail to rail n/painted,NULL
27170037,24634022,JB7184,017,551,NULL,NULL,5105,4,007,brsulli   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,chavore   ,2016-06-01 17:38:55.200,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:02:37.730,2016-06-01 17:38:55.097,bolt loose in pos j/start cable,NULL
27170038,24634023,JB7460,017,245,NULL,NULL,9999,0,999,bastato   ,CLEAR DISCREP       ,0,2,NULL,NULL,bastato   ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:02:37.950,2016-06-01 16:02:37.950,NULL,NULL
27170039,24634024,HZ3929,017,549,NULL,NULL,4407,4,012,wgassjr   ,INTERFERENCE        ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 18:38:48.380,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:02:38.507,2016-06-01 18:38:48.287,lines rub thru lh 3cm,NULL
27170040,24634025,JB7807,017,249,NULL,NULL,4611,6,007,jforney   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,maycock   ,2016-06-01 16:55:12.507,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:02:51.560,2016-06-01 16:55:12.410,bolt n/s on lh latch,NULL
27170041,24634026,JB7184,017,551,NULL,NULL,5122,4,021,brsulli   ,IMPROPERLY SEALED   ,0,2,NULL,NULL,chavore   ,2016-06-01 17:38:59.937,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:03:02.563,2016-06-01 17:38:59.840,starter grd,NULL
27170043,24634028,JB7184,017,551,NULL,NULL,4455,4,002,brsulli   ,INCOMPLETE          ,0,2,NULL,NULL,jmcclos   ,2016-06-01 17:20:38.307,NULL,0,NULL,NULL,NULL,NULL,NULL,U0000,2016-06-01 16:03:24.547,2016-06-01 17:20:38.213,not road ready,NULL
27170045,24634030,HW1715,017,555,NULL,NULL,4911,4,007,CVoyles   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:03:40.980,2016-06-01 16:03:40.980,frnt eng mnt not prop seated, not torqued,NULL
27170046,24634031,JB7998,017,669,NULL,NULL,1784,5,023,bwisejr   ,NOT FUNCTIONING     ,0,2,NULL,NULL,CJENKIN   ,2016-06-02 04:52:26.663,NULL,0,NULL,NULL,NULL,NULL,NULL,U0000,2016-06-01 16:03:43.487,2016-06-02 04:52:26.567,susp. auto-fill override n/f,NULL
27170047,24634024,HZ3929,017,549,NULL,NULL,4407,4,012,wgassjr   ,INTERFERENCE        ,0,2,NULL,NULL,jerhunt   ,2016-06-01 17:54:07.990,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:03:49.103,2016-06-01 17:54:07.897,lines rub rh rail bolts aft 3cm,NULL
27170048,24634032,JB7998,017,669,NULL,NULL,1812,5,023,bwisejr   ,NOT FUNCTIONING     ,0,2,NULL,NULL,robmoor   ,2016-06-02 02:31:16.950,NULL,0,NULL,NULL,NULL,NULL,NULL,U0016,2016-06-01 16:04:01.247,2016-06-02 02:31:16.853,SUSP.DUMP N/F,NULL
27170050,24634034,JB7184,017,551,100,NULL,4619,4,001,brsulli   ,MISSING             ,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:04:06.750,2016-06-01 16:04:06.750,rivet at lower rh back of cab,NULL
27170051,24634035,JB6812,017,449,NULL,NULL,4553,5,024,jacrawf   ,INCORRECT LENGTH    ,0,2,NULL,NULL,twoodie   ,2016-06-01 18:41:11.683,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:04:20.033,2016-06-01 18:41:11.587,Rear axle u-bolts too short.,NULL
27170052,24634036,JB7998,017,669,NULL,NULL,1333,5,003,bwisejr   ,WRONG               ,0,2,NULL,NULL,CJENKIN   ,2016-06-02 04:52:25.280,NULL,0,NULL,NULL,NULL,NULL,NULL,U0004,2016-06-01 16:04:21.330,2016-06-02 04:52:25.187,Check trans light stay on,NULL
27170053,24634037,HZ3929,017,549,NULL,NULL,5101,4,007,wgassjr   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,austinj   ,2016-06-01 16:27:35.477,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:04:25.053,2016-06-01 16:27:35.377,rh rear abs wire n/sec,NULL
27170054,24634036,JB7998,017,669,NULL,NULL,1333,5,003,bwisejr   ,WRONG               ,0,2,NULL,NULL,CJENKIN   ,2016-06-02 04:52:24.607,NULL,0,NULL,NULL,NULL,NULL,NULL,U0019,2016-06-01 16:04:36.550,2016-06-02 04:52:24.513,Shifter display indicates failure,NULL
27170055,24634038,JB7184,017,551,NULL,NULL,4609,4,008,brsulli   ,IMPROPERLY CLAMPED  ,0,2,NULL,NULL,chavore   ,2016-06-01 17:38:57.227,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:04:37.423,2016-06-01 17:38:57.130,clamp at rh boc rubs atd cover,NULL
27170057,24634036,JB7998,017,669,NULL,NULL,1333,5,023,bwisejr   ,NOT FUNCTIONING     ,0,2,NULL,NULL,CJENKIN   ,2016-06-02 04:52:25.970,NULL,0,NULL,NULL,NULL,NULL,NULL,U0001,2016-06-01 16:04:52.203,2016-06-02 04:52:25.877,HILLSIDE ASSIST AND OVERRIDE N/F,NULL
27170058,24634040,HZ3929,017,549,NULL,NULL,5103,4,007,wgassjr   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,austinj   ,2016-06-01 16:24:53.697,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:04:52.983,2016-06-01 16:24:53.603,alarm wires n/sec at terminals,NULL
27170059,24634035,JB6812,017,449,NULL,NULL,4553,5,001,jacrawf   ,MISSING             ,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 16:04:59.983,2016-06-01 16:04:59.983,Bolts loose LH rear axle stop plate missing.,NULL
27170589,24634520,JB6827,017,647,NULL,NULL,4637,3,007,dcalver   ,NOT OR WRG SECURED  ,0,2,NULL,NULL,Edcarpe   ,2016-06-01 18:14:48.987,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:50:21.660,2016-06-01 18:14:48.893,rubber n/secured below rh wing window,NULL
27170590,24634521,HW4128,017,557,NULL,NULL,4455,4,012,stewrig   ,INTERFERENCE        ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 17:57:12.687,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:50:29.107,2016-06-01 17:57:12.590,tp vlv nylon lns rub boc cm,NULL
27170592,24634523,JB6827,017,647,NULL,NULL,8623,3,011,dcalver   ,WRG ADJUSTMENT      ,0,2,NULL,NULL,Edcarpe   ,2016-06-01 18:14:51.117,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:50:41.700,2016-06-01 18:14:51.020,rh door out at rear and pops,NULL
27170593,24634519,HY9222,017,547,NULL,NULL,4407,4,024,DUTATE    ,INCORRECT LENGTH    ,0,2,NULL,NULL,jawatts   ,2016-06-02 03:58:03.140,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:50:42.883,2016-06-02 03:58:03.030,and not sec atoi,NULL
27170594,24634524,HW4128,017,557,NULL,NULL,5103,4,003,stewrig   ,WRONG               ,0,2,NULL,NULL,CBALLEW   ,2016-06-01 17:57:10.437,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 17:50:43.520,2016-06-01 17:57:10.340,not called for,NULL
