SHORT_TYPE_CD,VEH_SER_NO,LOC,SHORT_AREA,ITEM_NO,ITEM_DESC,SHORT_QTY,ENT_ID,TS_LOAD,SHORT_DATE,SHORT_TIME,CRFA,MATL_HNDLR_ID,PLNR_CD,SHORT_NOTE_TEXT_1,SHORT_NOTE_TEXT_2,SHORT_RLVD_DATE,SHORT_RLVD_ORD_NO,SHORT_RLVD_ORD_LN,SHORT_INSTLD_DATE,SHORT_INSTLD_TIME,INSTLR_SIGN_ON_ID,MFG_UM,INVAL_ITEM_NO_INDC,STK_OUT_DATE,VISUAL_OH_QTY,AUD_INDC,EMP_NO,SHORT_NOTIF_CD,VNDR_ID,MATL_PLNR_ACT_CD,SHORT_RESOL_TEXT_1,SHORT_RESOL_TEXT_2,SHORT_RSN_CD,PRO_NO,VNDR_RESP_FRT_INDC,DM_NO,STK_OUT_SHIFT_CD,MP_ACT_CD_LU_LID,MP_ACT_CD_LU_TS,PFT_NO,REWRK_HRS,PLNT_SHORT_RSN_CD,SYSGN_SHORT_RSN_CD,VEH_1ST_OFFL_TS,OFFL_SHORT_TYPE_CD,VEH_SER_NO_1ST,COST_TOT,INIT_SHORT_TYPE_CD,LU_LID,TS_LAST_UPDT,SHORT_HIST_INDC,REWRK_PNDG_HRS,LOC_CHAR,RPAR_TS,SHORT_RESP_TEAM,SHORT_FOUND_TEAM,SHORT_FOUND_EMP_ID,APPR_ID,APPR_TS,REWRK_MNS,RESOL_TEXT_LU_TS,MP_ACT_CD_A_TS,MP_ACT_CD_S_TS,MP_ACT_CD_R_TS,MP_ACT_CD_W_TS,DBS_CMPR_TS
O,HG6449,17,     ,A22-66555-000            ,MIRROR ASSY-HOOD,TRIPOD       ,2,stford    ,2016-06-01 15:01:36.157,2016-06-01 00:00:00.000,150136,S00912,   ,7X ,hood not built                          ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,H884     ,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,        ,2016-06-01 15:01:36.157,         ,0.0,AVP,XYZ,2016-06-01 18:20:13.983,O  ,      ,23.530,O  ,stford  ,2016-06-01 15:05:04.820, ,0.0,017,NULL,303,249,liskee    ,          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 18:20:13.983
I,HL6125,17,     ,A06-30769-011            ,SW-RCKR,ON-OFF,CRUISE         ,1,VWILBAN   ,2016-06-01 12:13:12.947,2016-06-01 00:00:00.000,121312,S00912,   ,6C ,BAD ON HAND, 100 PCS TO STOCK           ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,CD10     ,I,5/31 ESD 375EA, PLS CONFIRM ESD AND SHIP,BY FDE, LOS. WILL DROP IN NEW ORDER 6/2 ,LOS,NULL,NULL,NULL,NULL,        ,2016-06-01 12:13:12.947,         ,0.0,COM,XYZ,2016-06-01 20:14:13.787,B  ,      ,4.880,E  ,VWILBAN ,2016-06-02 04:37:26.623, ,0.0,017,NULL,201,201,jnuttal   ,RISENHO   ,2016-06-02 04:37:26.623,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-02 04:37:26.767
B,HN1826,17,     ,A23-12247-010            ,ASSY-SWIVEL,HOSE FTG,STRAIGHT ,2,auwarre   ,2016-06-01 18:14:41.650,2016-06-01 00:00:00.000,181441, 01762,   ,CZ ,due from parker @ 6:15 in stock 6-1     ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,PH M     ,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,        ,2016-06-01 18:14:41.650,         ,0.0,VPD,XYZ,2016-06-01 18:59:11.610,B  ,      ,2.020,B  ,auwarre ,2016-06-01 18:35:02.807, ,0.0,017,NULL,926,541,hartdav   ,          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 18:59:11.610
D,HN1826,17,     ,22-71109-001             ,COVER-FRONT,DMD PL,2013       ,1,auwarre   ,2016-06-01 14:46:37.467,2016-06-01 00:00:00.000,144637,301844,   ,B7 ,TO CART 6-1                             ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,018      ,I,                                        ,                                        ,   ,NULL,NULL,NULL,NULL,        ,2016-06-01 14:46:37.467,         ,0.0,COM,XYZ,2016-06-01 18:59:11.610,D  ,      ,60.654,E  ,JUMFG4L ,2016-06-01 15:26:24.680, ,0.0,017,NULL,926,541,crawfol   ,          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 18:59:11.610
E,HV2481,17,     ,05-30550-000             ,TUBE-DD13,RAD,UPR             ,1,ctuttle   ,2016-06-02 03:49:55.957,2016-06-02 00:00:00.000,34955,S00912,   ,65 ,enroute ST from exel                    ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,KN40     ,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,        ,2016-06-02 03:49:55.957,         ,0.0,PLT,XYZ,NULL,   ,      ,14.800,E  ,ctuttle ,2016-06-02 04:05:05.677, ,0.0,017,NULL,926,453,POLDHAM   ,          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-02 04:05:05.677
O,HW2739,17,     ,A17-19133-000            ,HOOD-106                      ,1,ctuttle   ,2016-06-01 08:44:29.020,2016-06-01 00:00:00.000,84429,S00912,   ,6W ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,R018     ,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,        ,2016-06-01 08:44:29.020,         ,0.0,PNT,XYZ,2016-06-01 10:08:11.477,O  ,      ,245.600,O  ,ctuttle ,2016-06-01 09:05:06.720, ,0.0,017,NULL,513,513,jahayde   ,          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 10:08:11.477
B,HW4047,17,     ,C27-00087-012            ,NTS 76E-NTS,L0                ,1,JF04442   ,2016-06-01 10:40:32.470,2016-06-01 00:00:00.000,104032,S00912,HHA,9F ,ON SEAT DOCK                            ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,NULL,1,KF28     ,I,                                        ,                                        ,   ,NULL,NULL,NULL,NULL,        ,2016-06-01 10:40:32.470,         ,0.0,DOL,IFC,2016-05-05 13:17:12.263,   ,      ,100.236,E  ,VWILBAN ,2016-06-02 04:58:57.410,Y,0.0,017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-02 04:58:57.410
I,HW4127,17,     ,22-61643-231             ,MUDFLAP 24",MTR2 BLK SYM,SG,LH,1,auwarre   ,2016-06-01 14:38:52.503,2016-06-01 00:00:00.000,143852,S00942,   ,7Y ,TO TRK 6-1                              ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,A618     ,I,                                        ,                                        ,   ,NULL,NULL,NULL,NULL,        ,2016-06-01 14:38:52.503,         ,0.0,MHE,XYZ,2016-06-01 15:50:12.717,T  ,      ,14.250,E  ,JUMFG4L ,2016-06-01 19:27:27.527, ,0.0,017,NULL,926,553,lingerj   ,jobowen   ,2016-06-01 19:27:27.527,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 19:27:27.673
I,HW4127,17,     ,A06-83156-001            ,BRKT-TGS,SERVER MTG,RR WALL,M2,1,auwarre   ,2016-06-01 14:34:49.790,2016-06-01 00:00:00.000,143449,S00942,   ,64 ,1 TO TRK A.WARREN                       ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,R609     ,I,NO ESD 6PC FDE, PFA: 002011107, LOS     ,                                        ,LOS,NULL,NULL,NULL,NULL,        ,2016-06-01 14:34:49.790,         ,0.0,LOS,XYZ,2016-06-01 15:50:12.717,T  ,      ,41.970,E  ,JUMFG4L ,2016-06-01 20:18:33.197, ,0.0,017,NULL,207,207,jaivey    ,jobowen   ,2016-06-01 20:18:33.197,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 20:18:33.383
D,HW4128,17,     ,22-61643-231             ,MUDFLAP 24",MTR2 BLK SYM,SG,LH,1,auwarre   ,2016-06-01 14:39:45.063,2016-06-01 00:00:00.000,143945,S00942,   ,7Y ,IN CART 6-1                             ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,A618     ,I,                                        ,                                        ,   ,NULL,NULL,NULL,NULL,        ,2016-06-01 14:39:45.063,         ,0.0,COM,XYZ,2016-06-01 18:29:11.030,D  ,      ,14.250,E  ,JUMFG4L ,2016-06-01 15:26:05.043, ,0.0,017,NULL,541,541,crawfol   ,          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 18:29:11.030
T,HW4131,17,     ,23-09458-135             ,NIPPLE-PIPE,BRASS,1/8 MPT X3- ,1,gwolchk   ,2016-06-01 19:57:54.923,2016-06-01 00:00:00.000,195754, 01762,   ,CZ ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,PH M     ,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,        ,2016-06-01 19:57:54.923,         ,0.0,MHE,XYZ,2016-06-02 04:08:11.750,T  ,      ,1.120,T  ,gwolchk ,2016-06-01 20:05:05.250, ,0.0,017,NULL,926,553,whillmo   ,          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-02 04:08:11.750
E,HW4133,17,     ,PFCPP405729              ,ANT-GPS/CELL,INT,PEOPLENET    ,1,stford    ,2016-06-01 18:45:59.200,2016-06-01 00:00:00.000,184559,S00942,   ,6F ,mto 1ea loc 004                         ,                                        ,NULL,NULL,NULL,NULL,NULL,NULL,EA,NULL,NULL,NULL,N,          ,1,PFE      ,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,        ,2016-06-01 18:45:59.200,         ,0.0,VPD,XYZ,NULL,   ,      ,61.800,E  ,stford  ,2016-06-01 19:05:41.513, ,0.0,017,NULL,241,241,Jcobb26   ,          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016-06-01 19:05:41.513
